code,product_name,brands,categories,nutriscore_grade,nova_group,ingredients_text,color
28800280897,"Kale, spinach & garbanzo beans",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Organic kale, organic spinach, organic garbanzo beans.",green
28800290513,Sweet Peas,Hanover,undefined,a,1,SWEET PEAS.,green
28800290537,Sweet Peas,Hanover,undefined,a,1,SWEET PEAS.,green
28800290919,Whole Green Beans,Hanover,undefined,a,1,WHOLE GREEN BEANS.,green
28800291008,Petite Whole Green Beans,Hanover,undefined,a,1,WHOLE GREEN BEANS.,green
28800291619,Cut Green Beans,"Hanover,  Hanover Foods Corporation",undefined,a,1,GREEN BEANS.,green
28800291633,Cut Green Beans,Value Size,undefined,a,1,GREEN BEANS.,green
28800292616,Naturally Sweet Yellow Sweet Corn,Hanover,undefined,a,1,CORN.,green
28800292968,Pettie Broccoli Florets,Hanover,undefined,a,1,CUT BROCCOLI.,green
28800293002,Super Sweet Corn,Hanover,undefined,a,1,SWEET CORN.,green
28800293019,Chopped Spinach,Hanover,undefined,a,1,CUT LEAF SPINACH.,green
28800293026,Cut Green Beans,Hanover,undefined,a,1,GREEN BEANS.,green
28800293033,Mixed Vegetable,Hanover,undefined,a,1,"CARROTS, CORN, GREEN BEANS, PEAS, LIMA BEANS.",green
28800293040,Sweet Peas,Hanover,undefined,a,1,SWEET PEAS.,green
28800293057,Cut Broccoli,Hanover Foods Corporation,undefined,a,1,BROCCOLI.,green
28800293095,"Elbow pasta, peas pepper & onions",Hanover,frozen foods,a,1,"Cooked macaroni (durum wheat semolina enriched with niacin, ferrous sulfate, thiamine mononitrate, riboflavin and folic acid), peas, onions, red peppers.",green
28800293781,Great northern beans,Hanover Foods Corporation,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Cooked great northern beans.,green
28800293811,"The Silver Line, Cauliflower Florets",Hanover,cauliflower florets,a,1,Cauliflower florets.,green
28800293842,Premium Collard Greens,Hanover,undefined,a,1,COLLARD GREENS.,green
28800293859,Cut Leaf Kale,Hanover,undefined,a,1,KALE.,green
28800293866,Chopped Spinach,"Hanover,  Hanover Foods Corporation",undefined,a,1,SPINACH.,green
28800293873,Leaf Spinach,Hanover Foods Corporation,undefined,a,1,SPINACH.,green
28800293903,Garden Medley,"Hanover,  Hanover Foods Corporation",undefined,a,1,"BROCCOLI, CAULIFLOWER AND WHOLE BABY CARROTS.",green
28800293958,Winter Medley,Hanover,undefined,a,1,BROCCOLI AND CAULIFLOWER.,green
28800293972,Green & Red Pepper & Onion Strips,"Hanover,  Hanover Foods Corporation",undefined,a,1,"ONIONS, GREEN PEPPERS, RED PEPPERS.",green
28800293996,Brussels Sprouts,Hanover,undefined,a,1,BRUSSELS SPROUTS.,green
28800294016,Cut broccoli,Hanover,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Cut broccoli.,green
28800294023,Confetti Style Shredded Vegetables,"Hanover,  Hanover Foods Corporation",undefined,a,1,"BROCCOLI, CAULIFLOWER, CARROTS.",green
28800294030,Cut Broccoli,Hanover,undefined,a,1,BROCCOLI.,green
28800294092,White sweet corn,Hanover,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",b,1,White corn.,green
28800294108,Premium Petite Brussels Sprouts,Hanover,undefined,a,1,BRUSSELS SPROUTS.,green
28800294412,Premium Broccoli Florets,Hanover,undefined,a,1,BROCCOLI FLORETS.,green
28800294450,Petite Broccoli Florets,Hanover,undefined,a,1,BROCCOLI FLORETS.,green
28800294818,Small Crinkle Sliced Carrots,Hanover,undefined,a,1,CARROTS.,green
28800296614,Classic Mixed Vegetables,Hanover,undefined,a,1,"CARROTS, CORN, GREEN BEANS, PEAS, LIMA BEANS.",green
28800296737,Mixed Vegetables,Hanover,undefined,a,1,"CARROTS, CORN, GREEN BEANS, PEAS, LIME BEANS.",green
28800296911,Premium Garden Medley,Hanover,undefined,a,1,"BROCCOLI, CAULIFLOWER AND WHOLE BABY CARROTS.",green
28800297413,Vegetables for soup,Hanover,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Sweet peas, sweet corn, potatoes, carrots, okra, rutabaga, green beans, lima beans, onions and cabbage.",green
28800297437,Vegetables For Soup,Hanover,undefined,a,1,"SWEET PEAS, SWEET CORN, POTATOES, CARROTS, OKRA, RUTABAGA, GREEN BEANS, LIMA BEANS, ONION AND CABBAGE.",green
28800299516,Premium Petite Asparagus Spears,Hanover,undefined,a,1,ASPARAGUS.,green
28800600008,Unsalted Baked Soft Pretzels,Hanover,undefined,a,1,"ENRICHED WHEAT FLOUR (CONTAINS WHEAT FLOUR, MALTED BARLEY FLOUR, IRON, NIACIN, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, CORN SYRUP, YEAST, SODA, SALT PACK INCLUDED.",green
28835553003,Whole grain quick oats,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats,green
289702,Red lentil penne,By Sainsbury's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Red Lentil Flour 100%,green
289832,tenderstem broccoli,M&S Eat Well,"plant-based foods and beverages,plant-based foods,fruits and vegetables based foods,vegetables based foods,fresh foods,fresh plant-based foods,fresh vegetables,broccolli",a,1,Broccoli,green
29000073241,Planters unsalted peanuts,Planters,"plant-based foods and beverages, plant-based foods, legumes and their products, snacks, legumes, nuts and their products, nuts, roasted nuts, peanuts, roasted peanuts, dry roasted peanuts, unsalted dry roasted peanuts",a,1,Peanuts.,green
29000078079,Slivered almonds,,snacks,a,1,Almonds.,green
29000079465,Sliced almonds,,snacks,a,1,Almonds.,green
29000079960,Slivered almonds,,snacks,a,1,Almonds.,green
29200001525,Jumbo Shells,Mueller's,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29200001648,Ruffles,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid,",green
29200001679,Small Sea Shells,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200001686,Whole Grain Angel Hair,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Whole durum wheat flour.,green
29200001693,Spaghetti Pasta,Mueller's,undefined,a,1,WHOLE DURUM WHEAT FLOUR.,green
29200001709,Whole Grain Elbows,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Whole durum wheat flour.,green
29200001716,Whole Grain Penne,Mueller's,undefined,a,1,WHOLE DURUM WHEAT FLOUR.,green
29200002058,Fettuccine,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200002065,Angel Hair,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid,",green
29200002126,Spaghetti,Mueller's,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID",green
29200002133,Elbows,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, durum flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200002157,Large Sea Shells,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200002164,Cut Macaroni,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200002171,"Mueller's, rotini, enriched macaroni products",Mueller's,"plant-based foods and beverages,plant-based foods,cereals and potatoes,cereals and their products,pastas,dry pastas,dry durum wheat pasta",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200002201,Linguine,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200002249,"Mueller's, ziti, enriched macaroni product",Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200003017,Lasagna,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, durum flour, niacin, ferrous sulfate ( iron), thiamin mononitrate, riboflavin, folic acid.",green
29200003024,Rigatoni,Mueller's,undefined,a,1,"SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29200003512,Thin Spaghetti,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200003529,Spaghetti,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200004212,Elbows,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, durum flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200007039,Wide Egg Noodles,Mueller's,undefined,a,1,"SEMOLINA, DURUM FLOUR, EGG YOLKS, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29200007718,Bowties,Mueller's,"pastas,pasta",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907728,Elbows,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, durum flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907735,Spaghetti,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, spaghetti",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907742,Thin Spaghetti,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, spaghetti",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907766,"Mueller's, linguine, enriched macaroni product",Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907773,Penne,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907827,Pasta,Mueller's,undefined,a,1,"SEMOLINA, DURUM FLOUR, NIACIN, FERROUS SULFATE (IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29200907865,Ridged Ziti,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907872,Large Elbows,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907902,Hidden Veggie Twisted Elbows,Mueller's,undefined,a,1,"SEMOLINA, DRIED SWEET CORN, DRIED CARROT, DRIED SQUASH, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29200907926,Spaghetti,Mueller's,undefined,a,1,"SEMOLINA, DRIED SWEET CORN, DRIED CARROT, DRIED SQUASH, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29200907940,Pot Sized Angel Hair,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907957,Pot Sized Thin Spaghetti,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, spaghetti",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907964,Pot Sized Spaghetti,"Mueller's,  American Italian Pasta Company","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200907971,Pot Sized Linguine,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200908114,Elbows Macaroni Pasta,"Mueller's,Bay Valley Foods","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, durum flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200908169,Campanelle,Mueller's,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
29200908244,Spaghetti macaroni product,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Organic semolina (wheat).,green
29205016890,Extra Virgin Olive Oil,Bella,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils, extra-virgin olive oils, virgin olive oils",b,2,,green
29205016937,Extra Virgin Olive Oil,,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils, extra-virgin olive oils, virgin olive oils",b,2,,green
29243000011,Pasta vermicelli thin noodles from mexico,Productos Alimenticios La Moderna  S.A. De C.V.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour,green
29243000028,"La Moderna, 100% Drum Wheat Macaroni Pasta",Productos Alimenticios La Moderna  S.A. De C.V.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour.,green
29243000059,"La Moderna, Spaghetti",Productos Alimenticios La Moderna  S.A. De C.V.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour.,green
29243000066,"La Moderna, Pasta, Macaroni Product",Productos Alimenticios La Moderna  S.A. De C.V.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour,green
29243000073,"La moderna, stars, macaroni product",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour.,green
29243000103,"La Moderna, Elbows Pasta, Macaroni Product",Interamerican Foods Corporation,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour.,green
29243000110,"La moderna, shells, macaroni product",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour.,green
29243000134,"La Moderna, Bowtie Pasta, Macaroni Product",Productos Alimenticios La Moderna  S.A. De C.V.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour.,green
29243000196,Spaghetti,"La Moderna  S.A., La moderna","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour,green
29243000202,Elbows,"Productos Alimenticios La Moderna  S.A. De C.V., La moderna","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour,green
29243000233,Macaroni product pasta almenrica,Productos Alimenticios La Moderna  S.A. De C.V.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour,green
29243000240,"La Moderna, Macaroni, Macaroni Product",Productos Alimenticios La Moderna  S.A. De C.V.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour.,green
29243000257,Pasta,Productos Alimenticios La Moderna  S.A. De C.V.,undefined,a,1,"SEMOLINA, DURUM FLOUR, TOMATO AND SPINACH.",green
29243005009,"La Moderna, Coil Fideo, Macaroni Product Pasta Alimenticia",Productos Alimenticios La Moderna  S.A.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour,green
29243005016,"La Moderna, Coil Fideo Vermicelli, Macaroni Product",Productos Alimenticious La Moderna  S.A. De C.V.,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Semolina and durum flour,green
29243010058,Elbows,American Harvest,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, Durum Flour, Nicotinamide, Ferrous Sulfate (Iron), Thiamin Mononitrate, Riboflavin and Folic Acid.",green
29243050085,Spaghetti,Allegra,undefined,a,1,SEMOLINA AND DURUM FLOUR.,green
29243050092,Thin Spaghetti No. 9,Allegra,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, dry pastas, spaghetti",a,1,SEMOLINA AND DURUM FLOUR,green
29243050351,Elbows macaroni,"Allegra,La Moderna","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Seminola and durum flour,green
29243050863,Penne rigate,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Semolina, Durum flour",green
29243053543,Whole Wheat Spaghetti,"Allegra,","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"whole durum, wheat flour",green
29319716112,Homemade rigatoni,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",b,1,"Semolina wheat flour, water, and fresh pasteurized eggs.",green
29319716129,Homemade fusilli,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",b,1,"Semolina wheat flour, water, and fresh pasteurized eggs",green
296601,Vegetable oil spray,Sainsburys,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, vegetable oils, vegetable oil sprays",b,2,,green
296946,Chicken breast mini fillets,Sainsbury's,"meats and their products,meats,chicken and its products,poultries,chickens,chicken breasts",a,1,Chicken,green
297028,Chicken Thigh Fillets,By Sainsbury's,en:chickens,a,1,Chicken thigh fillets,green
29714170106,Swordfish Firm & Mild Steaks,Orca Bay,undefined,a,1,SWORDFISH (XIPHIAS GLADIUS).,green
29714170304,Premium Yellowfin Steaks Ahi Tuna,Orca Bay,undefined,a,1,YELLOWFIN TUNA (THUNNUS ALBACARES).,green
29714170700,Sockeye Salmon Fillets,Orca Bay,undefined,a,1,SOCKEYE SALMON (ONCORHYNCHUS NERKA).,green
29714170809,Wild caught alaska cod fillets,Orca Bay,"seafood, frozen foods, frozen seafood",a,1,Cod (gadus macrocephalus),green
29714171004,"Farm raised tilapia mild & tender fillets, tilapia",,"seafood, fishes, frozen foods, frozen seafood, tilapia",a,1,Tilapia (oreochromis spp.),green
29714171202,Farm Raised Tilapia Fillets,Orca Bay,undefined,a,1,TILAPIA (OREOCHROMIS SPP.),green
29714171301,Flounder Mild & Delicate Fillets,Orca Bay,undefined,a,1,FLOUNDER (LIMANDA ASPERA),green
29714171400,Wild caught halibut premium skinless & boneless portions,Orca Bay Seafoods  Inc.,"seafood, frozen foods, frozen seafood",a,1,Halibut (hippoglossus stenolepis),green
29714171806,Wild Caught Scallops,Orca Bay Seafoods  Inc.,undefined,a,1,"SCALLOPS (PLACOPECTEN MAGELLANICUS, PATINOPECTEN YESSOENSIS).",green
29714171905,Ahi Tuna,Orca Bay,undefined,a,1,YELLOWFIN TUNA (THUNNUS ALBACARES).,green
29714173060,Wild caught ahi tuna steak,,"seafood, frozen foods, frozen seafood",a,1,Yellowfin tuna (thunnus albacares),green
29714840207,Alaska sockeye salmon,,"seafood, frozen foods, frozen seafood",a,1,Sockeye salmon (oncorhynchus nerka).,green
29737000039,Artisanal pasta,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Durum wheat semolina, whole egg powder (whole egg), niacin, ferrous sulphate, thiamin mononitrate, riboflavin, folic acid.",green
29737000138,Lasagna Sheets,"Severino Homemade Pasta,  Severino Pasta Mfg.",undefined,a,1,"UNENRICHED SEMOLINA FLOUR, EGG & WATER.",green
29737000145,Fusilli Calabrese Pasta,"Severino Homemade Pasta,  Severino Pasta Mfg.",undefined,a,1,"DURUM WHEAT SEMOLINA FLOUR (NIACIN, FERROUS SULFATE (IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER.",green
29737022147,Kids cuts dinosaur pasta,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Durum wheat semolina (niacin, ferrous sulphate, thiamine mononitrate, riboflavin, folic acid).",green
29737022178,Fusilli Tricolor Pasta Rustica,"Severino Homemade Pasta,  Severino Pasta Mfg.",undefined,a,1,"SEMOLINA FLOUR (UNENRICHED), WATER, DEHYDRATED SPINACH POWDER DEHYDRATED TOMATO POWDER.",green
29737022185,Ziti Pasta Rustica,"Severino Homemade Pasta,  Severino Pasta Mfg.",undefined,a,1,"SEMOLINA FLOUR (UNENRICHED), WATER.",green
29737022307,Sprouted Lily Pasta,"Severino Homemade Pasta,  Severino Pasta Mfg.",undefined,a,1,"100% ORGANIC SPROUTED WHOLE WHEAT FLOUR, WATER.",green
29737022963,Gemelli Hand Packed Pasta Rustica,"Severino Homemade Pasta,  Severino Pasta Mfg.",undefined,a,1,"SEMOLINA FLOUR (UNENRICHED), WATER.",green
29737022970,"Severino homemade pasta, gemelli - whole wheat pasta rustica","Severino Homemade Pasta,  Severino Pasta Mfg.","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Stone ground whole wheat flour, water.",green
29737040004,"Severino homemade pasta, amore heart-shaped pasta","Severino Homemade Pasta,  Severino Pasta Mfg.","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Enriched durum wheat flour (contains niacin, riboflavin, thiamin, iron folic acid), water, tomato powder, beet powder, egg whites.",green
29737100067,Artisanal Fusilli Giganti Pasta,"Severino,  Severino Pasta Mfg.",undefined,b,1,"DURUM WHEAT SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29737100074,Artisanal pasta,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Durum wheat semolina, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid, dehydrated spinach powder, dehydrated tomato powder",green
29737100081,Artisanal Paccheri Pasta,"Severino,  Severino Pasta Mfg.",undefined,b,1,"DURUM WHEAT SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29737103396,Mafaldine Pasta,"Severino,  Severino Pasta Mfg.",undefined,a,1,"SEMOLINA FLOUR (NIACIN, FERROUS LACTATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER.",green
29737103433,Artisanal Perciatelli Pasta,"Severino Homemade Pasta,  Severino Pasta Mfg.",undefined,b,1,"DURUM WHEAT SEMOLINA, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
29737103440,Vermicelli Artisanal Long Pasta,"Severino,  Severino Pasta Mfg.",undefined,a,1,"ENRICHED DURUM WHEAT SEMOLINA (NACIN, FERROUS SULPHATE (IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER.",green
29737103464,Fettuccine Artisanal Long Pasta,"Severino,  Severino Pasta Mfg.",undefined,a,1,"ENRICHED DURUM WHEAT SEMOLINA (NIACIN, FERROUS SULPHATE (IRON), THIAMINE MONONITRATE, ROBOFLAVIN, FOLIC ACID), WATER.",green
29737500218,Capellini Pasta,"Whole Foods Market,  Severino Pasta Mfg.",undefined,a,1,"UNENRICHED SEMOLINA FLOUR, PASTEURIZED CAGE-FREE EGGS, WATER.",green
29737500225,Linguine Pasta,"Whole Foods Market,  Severino Pasta Mfg.",undefined,a,1,"UNENRICHED SEMOLINA FLOUR, PASTEURIZED CAGE-FREE EGGS, WATER.",green
29737500270,Tuscan Kale Fettuccine,"Whole Foods Market,  Severino Pasta Mfg.",undefined,a,1,"UNENRICHED SEMOLINA FLOUR, UNENRICHED DURUM FLOUR, TUSCAN KALE, PASTEURIZED CAGE FREE EGGS, & WATER.",green
29737500584,Tricolor Linguine,"Whole Foods Market,  Severino Pasta Mfg.",undefined,a,1,"UNENRICHED SEMOLINA FLOUR, PASTEURIZED CAGE-FREE EGGS, WATER, DEHYDRATED TOMATOES, DEHYDRATED SPINACH.",green
29737501673,Spinach,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Unenriched semolina flour, pasteurized cage-free eggs, water, dehydrated spinach.",green
29737503011,Lasagna sheets,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Unenriched semolina flour, pasteurized cage-free eggs, water.",green
30000010204,Old Fashioned Oats imp,Quaker,"plant-based foods and beverages, plant-based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, flakes, cereal flakes, rolled flakes, rolled oats",a,1,whole grain rolled oats.,green
30000010402,Old Fashioned Oats,"Quaker Oats, Quaker","plant-based foods and beverages,plant-based foods,breakfasts,cereals and potatoes,seeds,cereals and their products,breakfast cereals,cereal grains,flakes,cereal flakes,rolled flakes,rolled oats",a,1,"whole grain rolled oats,",green
30000011805,Quick 1-Minute Oats imp,Quaker,"plant-based foods and beverages, plant-based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, flakes, cereal flakes, rolled flakes, rolled oats",a,1,"whole grain rolled oats,",green
30000012000,Quick 1-minute Oats imp,Quaker Oats,"plant-based foods and beverages,plant-based foods,breakfasts,cereals and potatoes,cereals and their products,breakfast cereals,flakes,cereal flakes,rolled flakes,rolled oats",a,1,"whole grain rolled oats,",green
30000015520,Organic Instant Oatmeal Original,Quaker ,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Organic whole grain rolled oats.,green
30000017807,"Crystal wedding oats, oats",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
30000023907,"Quaker, multigrain hot cereal",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"100% natural rolled rye, barley, oats, wheat.",green
